Vardas     Pavarde      Galutinis (Vid.) 
Vardas2    Pavarde5                 1.00
Vardas9    Pavarde3                 9.00
Vardas9    Pavarde2                10.00
Vardas9    Pavarde4                 5.00
Vardas10   Pavarde1                 9.00
Vardas9    Pavarde7                 1.00
Vardas3    Pavarde1                 5.00
Vardas4    Pavarde3                 7.00
Vardas5    Pavarde6                 6.00
Vardas4    Pavarde8                 4.00
Vardas9    Pavarde7                 6.00
Vardas9    Pavarde7                 9.00
Vardas9    Pavarde2                10.00
Vardas9    Pavarde4                 1.00
Vardas1    Pavarde10                2.00
Vardas8    Pavarde4                 2.00
Vardas1    Pavarde5                 7.00
Vardas9    Pavarde5                 8.00
Vardas1    Pavarde7                 8.00
Vardas6    Pavarde2                 1.00
Vardas4    Pavarde2                10.00
Vardas8    Pavarde4                 8.00
Vardas3    Pavarde1                 8.00
Vardas3    Pavarde2                 7.00
Vardas1    Pavarde7                 4.00
Vardas1    Pavarde4                 9.00
Vardas9    Pavarde7                 8.00
Vardas9    Pavarde9                 4.00
Vardas3    Pavarde5                 4.00
Vardas8    Pavarde4                 3.00
Vardas7    Pavarde10                7.00
Vardas1    Pavarde6                 1.00
Vardas3    Pavarde4                 6.00
Vardas2    Pavarde7                 1.00
Vardas6    Pavarde7                 2.00
Vardas8    Pavarde6                 3.00
Vardas10   Pavarde3                 1.00
Vardas6    Pavarde3                10.00
Vardas9    Pavarde10                2.00
Vardas1    Pavarde5                 7.00
Vardas1    Pavarde3                 1.00
Vardas1    Pavarde6                 2.00
Vardas4    Pavarde4                 5.00
Vardas10   Pavarde10                3.00
Vardas1    Pavarde5                 2.00
Vardas9    Pavarde9                 8.00
Vardas1    Pavarde4                 4.00
Vardas1    Pavarde6                 2.00
Vardas4    Pavarde1                 8.00
Vardas9    Pavarde2                 6.00
Vardas10   Pavarde10                8.00
Vardas9    Pavarde9                 5.00
Vardas9    Pavarde10                9.00
Vardas2    Pavarde4                 9.00
Vardas9    Pavarde6                 3.00
Vardas1    Pavarde7                 8.00
Vardas4    Pavarde5                 2.00
Vardas9    Pavarde5                 6.00
Vardas1    Pavarde4                 1.00
Vardas7    Pavarde8                 1.00
Vardas6    Pavarde10                9.00
Vardas1    Pavarde6                 3.00
Vardas1    Pavarde10                3.00
Vardas7    Pavarde7                 1.00
Vardas6    Pavarde3                 9.00
Vardas4    Pavarde8                 9.00
Vardas7    Pavarde7                 3.00
Vardas1    Pavarde6                 9.00
Vardas1    Pavarde2                 8.00
Vardas5    Pavarde10                3.00
Vardas1    Pavarde2                 9.00
Vardas6    Pavarde1                 3.00
Vardas3    Pavarde1                 4.00
Vardas9    Pavarde10                1.00
Vardas1    Pavarde5                 2.00
Vardas4    Pavarde1                 3.00
Vardas6    Pavarde1                 3.00
Vardas2    Pavarde2                 2.00
Vardas9    Pavarde10                6.00
Vardas3    Pavarde6                10.00
Vardas7    Pavarde8                 9.00
Vardas5    Pavarde3                 8.00
Vardas1    Pavarde2                 2.00
Vardas1    Pavarde7                 5.00
Vardas8    Pavarde2                 5.00
Vardas3    Pavarde2                 5.00
Vardas10   Pavarde2                 9.00
Vardas2    Pavarde4                 1.00
Vardas1    Pavarde2                 3.00
Vardas6    Pavarde3                 1.00
Vardas7    Pavarde7                 2.00
Vardas2    Pavarde3                 2.00
Vardas8    Pavarde6                 8.00
Vardas9    Pavarde3                 9.00
Vardas9    Pavarde6                 6.00
Vardas1    Pavarde6                 2.00
Vardas10   Pavarde2                 2.00
Vardas1    Pavarde7                 6.00
Vardas6    Pavarde4                 5.00
Vardas8    Pavarde6                 1.00
Vardas5    Pavarde2                 7.00
Vardas8    Pavarde3                 4.00
Vardas5    Pavarde7                 4.00
Vardas8    Pavarde3                 9.00
Vardas6    Pavarde4                 2.00
Vardas7    Pavarde9                 9.00
Vardas6    Pavarde5                 4.00
Vardas6    Pavarde5                 5.00
Vardas2    Pavarde1                 8.00
Vardas9    Pavarde6                 4.00
Vardas6    Pavarde4                 5.00
Vardas9    Pavarde10                4.00
Vardas8    Pavarde8                 2.00
Vardas9    Pavarde1                 7.00
Vardas3    Pavarde5                 9.00
Vardas1    Pavarde6                 5.00
Vardas4    Pavarde6                 2.00
Vardas6    Pavarde5                 3.00
Vardas4    Pavarde8                 2.00
Vardas1    Pavarde5                 7.00
Vardas6    Pavarde4                 8.00
Vardas3    Pavarde4                10.00
Vardas1    Pavarde7                 6.00
Vardas6    Pavarde5                 7.00
Vardas7    Pavarde4                 3.00
Vardas3    Pavarde5                 2.00
Vardas9    Pavarde7                 3.00
Vardas5    Pavarde8                 3.00
Vardas9    Pavarde2                 2.00
Vardas4    Pavarde4                 4.00
Vardas1    Pavarde10               10.00
Vardas5    Pavarde1                 1.00
Vardas2    Pavarde1                 2.00
Vardas1    Pavarde10                2.00
Vardas1    Pavarde3                10.00
Vardas9    Pavarde8                 4.00
Vardas6    Pavarde7                 8.00
Vardas7    Pavarde8                 2.00
Vardas6    Pavarde4                 4.00
Vardas6    Pavarde8                 9.00
Vardas9    Pavarde4                 8.00
Vardas6    Pavarde8                 2.00
Vardas6    Pavarde5                 8.00
Vardas6    Pavarde7                 1.00
Vardas1    Pavarde8                 4.00
Vardas1    Pavarde5                 2.00
Vardas7    Pavarde5                 2.00
Vardas1    Pavarde6                 5.00
Vardas10   Pavarde2                 5.00
Vardas1    Pavarde3                 9.00
Vardas9    Pavarde8                 7.00
Vardas4    Pavarde5                 2.00
Vardas5    Pavarde5                 3.00
Vardas2    Pavarde1                10.00
Vardas10   Pavarde10                8.00
Vardas1    Pavarde1                 8.00
Vardas5    Pavarde8                 7.00
Vardas9    Pavarde7                 1.00
Vardas4    Pavarde2                 6.00
Vardas9    Pavarde2                 1.00
Vardas4    Pavarde2                 2.00
Vardas4    Pavarde10                9.00
Vardas6    Pavarde8                 6.00
Vardas7    Pavarde4                 8.00
Vardas7    Pavarde5                 9.00
Vardas1    Pavarde4                 7.00
Vardas1    Pavarde6                 5.00
Vardas1    Pavarde3                10.00
Vardas1    Pavarde5                 7.00
Vardas4    Pavarde7                 7.00
Vardas7    Pavarde7                 1.00
Vardas4    Pavarde7                 7.00
Vardas8    Pavarde5                 4.00
Vardas8    Pavarde9                 5.00
Vardas9    Pavarde1                 1.00
Vardas1    Pavarde5                 9.00
Vardas3    Pavarde10                8.00
Vardas3    Pavarde1                 4.00
Vardas1    Pavarde7                 4.00
Vardas7    Pavarde4                 3.00
Vardas4    Pavarde6                 9.00
Vardas10   Pavarde1                 6.00
Vardas10   Pavarde1                10.00
Vardas4    Pavarde5                 3.00
Vardas10   Pavarde1                10.00
Vardas3    Pavarde1                 4.00
Vardas5    Pavarde4                 1.00
Vardas7    Pavarde4                 6.00
Vardas7    Pavarde7                 8.00
Vardas2    Pavarde8                 5.00
Vardas4    Pavarde8                 6.00
Vardas1    Pavarde2                 1.00
Vardas1    Pavarde5                 6.00
Vardas4    Pavarde6                 7.00
Vardas5    Pavarde3                 2.00
Vardas8    Pavarde1                 7.00
Vardas1    Pavarde5                 9.00
Vardas2    Pavarde4                 4.00
Vardas1    Pavarde10                7.00
Vardas1    Pavarde5                 3.00
Vardas10   Pavarde2                 9.00
Vardas3    Pavarde3                 2.00
Vardas3    Pavarde6                 8.00
Vardas4    Pavarde10                5.00
Vardas4    Pavarde2                10.00
Vardas5    Pavarde1                 1.00
Vardas2    Pavarde3                 3.00
Vardas8    Pavarde10                3.00
Vardas1    Pavarde2                 7.00
Vardas4    Pavarde7                 2.00
Vardas9    Pavarde8                 9.00
Vardas9    Pavarde10                3.00
Vardas1    Pavarde2                 3.00
Vardas9    Pavarde2                 7.00
Vardas7    Pavarde4                 1.00
Vardas3    Pavarde4                 9.00
Vardas1    Pavarde5                 4.00
Vardas1    Pavarde7                 7.00
Vardas10   Pavarde10               10.00
Vardas8    Pavarde2                 4.00
Vardas4    Pavarde9                 3.00
Vardas4    Pavarde4                 3.00
Vardas1    Pavarde2                 9.00
Vardas1    Pavarde2                 2.00
Vardas2    Pavarde9                 8.00
Vardas2    Pavarde10                2.00
Vardas6    Pavarde1                 5.00
Vardas3    Pavarde10                7.00
Vardas3    Pavarde2                10.00
Vardas4    Pavarde10                4.00
Vardas1    Pavarde1                 9.00
Vardas1    Pavarde1                 6.00
Vardas1    Pavarde1                 7.00
Vardas1    Pavarde1                 2.00
Vardas3    Pavarde1                 6.00
Vardas2    Pavarde5                 2.00
Vardas6    Pavarde6                10.00
Vardas5    Pavarde3                 2.00
Vardas4    Pavarde1                 1.00
Vardas4    Pavarde6                 5.00
Vardas10   Pavarde10                9.00
Vardas6    Pavarde6                10.00
Vardas4    Pavarde5                 7.00
Vardas1    Pavarde1                 3.00
Vardas1    Pavarde10                3.00
Vardas1    Pavarde2                 1.00
Vardas6    Pavarde10                4.00
Vardas1    Pavarde2                 9.00
Vardas6    Pavarde1                 3.00
Vardas8    Pavarde8                 8.00
Vardas6    Pavarde7                 9.00
Vardas2    Pavarde1                 6.00
Vardas1    Pavarde2                 6.00
Vardas1    Pavarde2                 3.00
Vardas3    Pavarde3                 2.00
Vardas6    Pavarde10                2.00
Vardas6    Pavarde4                 8.00
Vardas10   Pavarde1                 3.00
Vardas8    Pavarde4                 1.00
Vardas1    Pavarde10                1.00
Vardas1    Pavarde10                9.00
Vardas4    Pavarde10               10.00
Vardas1    Pavarde10                9.00
Vardas4    Pavarde8                 7.00
Vardas7    Pavarde3                 5.00
Vardas6    Pavarde1                 6.00
Vardas6    Pavarde5                 1.00
Vardas5    Pavarde2                10.00
Vardas1    Pavarde10                9.00
Vardas2    Pavarde3                 6.00
Vardas1    Pavarde2                 2.00
Vardas4    Pavarde10                4.00
Vardas3    Pavarde3                 1.00
Vardas6    Pavarde5                 5.00
Vardas6    Pavarde10                2.00
Vardas10   Pavarde3                 2.00
Vardas5    Pavarde4                 9.00
Vardas6    Pavarde10                5.00
Vardas6    Pavarde3                10.00
Vardas7    Pavarde7                 2.00
Vardas2    Pavarde4                 2.00
Vardas4    Pavarde1                 8.00
Vardas6    Pavarde6                 7.00
Vardas5    Pavarde4                 1.00
Vardas5    Pavarde9                 4.00
Vardas2    Pavarde4                10.00
Vardas2    Pavarde7                 9.00
Vardas4    Pavarde2                 5.00
Vardas4    Pavarde1                 1.00
Vardas1    Pavarde3                 5.00
Vardas2    Pavarde9                 3.00
Vardas6    Pavarde7                 1.00
Vardas8    Pavarde5                 5.00
Vardas1    Pavarde2                 7.00
Vardas6    Pavarde1                 9.00
Vardas4    Pavarde8                 1.00
Vardas3    Pavarde1                 4.00
Vardas2    Pavarde7                 8.00
Vardas1    Pavarde2                 5.00
Vardas2    Pavarde9                 4.00
Vardas8    Pavarde10                8.00
Vardas2    Pavarde3                 8.00
Vardas6    Pavarde6                10.00
Vardas5    Pavarde1                 4.00
Vardas1    Pavarde4                10.00
Vardas1    Pavarde5                 8.00
Vardas1    Pavarde4                 7.00
Vardas1    Pavarde5                 4.00
Vardas1    Pavarde5                 4.00
Vardas1    Pavarde6                 2.00
Vardas1    Pavarde6                 2.00
Vardas3    Pavarde3                 4.00
Vardas1    Pavarde7                10.00
Vardas1    Pavarde7                 7.00
